step,device,n_envs,rollout_wall_s,env_step_s,policy_forward_s,train_s,eval_s,sps
5734400,cpu,8,14.940928,14.922638,0.018290,53.286160,0.000000,1096.59
5750784,cpu,8,15.283236,15.262490,0.020746,45.770677,0.000000,1072.02
5767168,cpu,8,23.496913,23.476369,0.020544,48.674804,7.798263,697.28
5783552,cpu,8,15.290651,15.273124,0.017527,55.293168,0.000000,1071.50
5799936,cpu,8,15.505092,15.486022,0.019070,49.954863,0.000000,1056.69
5816320,cpu,8,16.079617,16.058404,0.021213,47.625373,0.000000,1018.93
5832704,cpu,8,15.821083,15.800334,0.020749,47.413459,0.000000,1035.58
5849088,cpu,8,20.481322,20.458041,0.023281,43.100832,5.889246,799.95
5865472,cpu,8,14.510282,14.493156,0.017126,45.615517,0.000000,1129.13
5881856,cpu,8,14.385132,14.369422,0.015710,44.327294,0.000000,1138.95
5898240,cpu,8,14.946567,14.925930,0.020637,44.776257,0.000000,1096.17
5914624,cpu,8,14.781043,14.765381,0.015662,44.667513,0.000000,1108.45
5931008,cpu,8,20.908762,20.888441,0.020321,44.284615,6.628082,783.59
5947392,cpu,8,14.416228,14.398529,0.017699,45.283253,0.000000,1136.50
5963776,cpu,8,14.845868,14.829590,0.016278,44.022521,0.000000,1103.61
5980160,cpu,8,14.571994,14.556051,0.015944,47.467857,0.000000,1124.35
5996544,cpu,8,14.029868,14.008909,0.020959,43.680699,0.000000,1167.79
6012928,cpu,8,127.306377,127.283443,0.022934,43.461598,108.988588,128.70
6029312,cpu,8,16.638758,16.616314,0.022444,66.674139,0.000000,984.69
6045696,cpu,8,16.661038,16.644370,0.016669,55.923060,0.000000,983.37
6062080,cpu,8,16.078834,16.058728,0.020106,60.825414,0.000000,1018.98
6078464,cpu,8,17.446801,17.419402,0.027399,48.812946,0.000000,939.08
